1463,306
1379,1735
1420,539
610,1704
1053,61
1,1155
393,1912
361,1380
1179,331
1603,946
451,410
955,1683
477,1885
1769,132
1181,364
1714,385
1626,1428
452,1550
1338,1943
535,1403
322,127
1305,1375
130,252
728,1813
753,1015
1265,201
1890,1059
344,414
1909,115
790,1121
1448,955
59,971
1396,540
925,682
281,1561
901,76
83,718
549,941
96,1012
1753,83
1951,2
997,984
708,1697
1985,1314
744,1811
712,1018
1542,1189
331,589
1893,1866
1803,750
477,1363
164,1317
666,812
704,1881
1854,958
34,250
1064,745
585,476
638,345
1100,1054
301,440
884,916
334,711
1135,390
1956,880
523,254
1273,612
13,784
1661,628
932,305
766,344
439,1879
1085,89
793,1962
214,617
762,469
472,372
939,1797
891,642
1097,1615
169,1547
60,1935
1011,727
1518,1671
894,308
933,1904
644,569
1563,1049
1945,1695
869,585
454,358
1191,1298
1194,794
1116,621
1303,773
1768,1416
1100,1912
386,36
546,1951
199,678
1234,193
1226,1327
724,1423
1873,1047
1021,215
1471,1702
214,1794
621,1004
878,1915
1083,859
650,1419
1781,387
1888,365
1990,930
794,540
1237,589
842,881
573,490
852,1390
1730,1999
1695,1578
764,1793
511,1128
1513,1632
1176,469
1804,1838
1185,333
1214,411
639,218
270,1200
1536,1720
398,59
1063,860
521,887
86,1162
689,463
636,1975
1295,388
1996,1031
1828,193
1093,770
1979,175
979,1126
1311,986
1144,1518
91,988
1355,576
1603,1622
1026,1772
140,261
546,1950
1018,241
827,1167
1190,1607
1744,1135
1321,662
51,1409
308,1497
1029,750
450,633
1949,1390
1185,1711
693,866
1347,1498
855,40
1006,580
1936,1254
1548,1765
1252,1334
77,405
33,1015
21,1391
275,1357
1411,1524
1854,1982
133,1534
1473,1322
1035,814
1165,1833
1444,1008
272,1405
319,1611
667,1351
421,14
1414,1636
1913,847
1131,1028
900,175
1669,958
577,478
1535,1997
1746,935
333,1830
278,575
212,1758
909,1468
58,906
267,1348
1801,1172
1323,1283
1264,1422
1154,328
289,602
1127,1886
785,485
261,1220
920,1178
509,770
1276,1945
1804,899
1214,1467
1684,1794
585,263
1688,1651
1843,197
1282,970
1194,495
1323,740
1136,985
461,10
1091,461
1774,1217
1657,1440
636,614
1027,820
293,1611
1943,29
18,1983
253,1110
1443,1200
1224,1423
775,236
1806,896
71,1817
646,134
1384,1175
1156,129
1012,1744
18,1354
939,927
920,217
756,1722
920,1455
1914,748
563,202
1865,1411
1,1496
1365,548
1630,1055
906,562
956,958
1847,1129
932,1174
1969,935
648,1106
1357,1146
332,1254
179,1697
468,900
588,458
374,1603
1119,1799
1793,196
491,1157
758,1676
1932,1542
491,1435
1895,900
340,1027
820,551
531,525
548,393
127,888
727,384
768,834
363,1721
1552,971
335,1829
103,1178
1888,1241
1404,787
510,1229
571,1493
218,275
480,833
1377,1100
1865,1133
353,506
561,1805
803,1425





